epoch,loss,mse_metric,val_loss,val_mse_metric
0,44.437137383767414,2194.7598333407404,52.29570388793945,2963.116455078125
1,40.99413331736299,1961.4229241629682,42.55894088745117,2039.539306640625
2,17.46437946811944,488.48603611284256,14.303349494934082,247.0877685546875
3,12.96143675505203,224.63381110962442,14.849096298217773,267.2447814941406
4,13.0596509052754,228.70121326349258,14.251948356628418,245.1807861328125
5,13.117899182358178,234.31228170174157,16.04550552368164,319.1469421386719
6,12.916123147008932,222.26933451997107,14.278834342956543,246.16757202148438
7,13.008525359017936,228.22641900512647,16.224964141845703,328.79949951171875
8,13.298336402066973,242.74413296866763,13.281494140625,228.35105895996094
9,13.69381128792297,265.69946735632004,14.028570175170898,237.78573608398438
10,13.533154657467902,256.4487276971457,15.004494667053223,277.16607666015625
11,12.79541322155156,222.50179021093788,15.69682502746582,305.8999328613281
12,12.815015908829041,222.08416650472037,10.922942161560059,180.57833862304688
13,12.032944111694958,203.0960916883574,11.866451263427734,211.7119598388672
14,11.587181547755305,200.5960477198185,12.472997665405273,224.12449645996094
15,11.606986488066921,201.25949054177764,12.976922035217285,233.1382293701172
16,11.553518694866026,199.65747075700068,11.31738567352295,189.6917724609375
17,11.60562985211833,200.4938169399305,11.694236755371094,195.47190856933594
18,11.604165582293948,199.81362952752036,10.53912353515625,172.3728485107422
19,11.89293019544288,205.19582779092292,11.160305976867676,183.4503936767578
20,11.536223953684061,196.31471595449887,8.319831848144531,120.17305755615234
21,10.539894734798295,170.64386083902963,11.499748229980469,180.1387939453125
22,9.814408253669365,149.92552711244375,5.650310516357422,72.66715240478516
23,8.526332293271365,116.5975615874418,7.046045780181885,73.94711303710938
24,7.849350318669244,101.19837897485169,6.053454399108887,65.677490234375
25,7.222224773917305,87.40789969119898,5.701670169830322,59.76020431518555
26,6.426139886915193,69.5381569411531,4.9097490310668945,47.43217468261719
27,6.3844072125667966,68.59947818772565,6.616808891296387,69.6335220336914
28,5.825841680701081,59.56689012541683,5.535516262054443,61.57229995727539
29,5.381317642259804,52.12485564610873,5.064344882965088,48.118988037109375
30,5.134297876930462,46.4600345361649,5.173245429992676,51.051021575927734
31,4.985991489377477,45.52124956085337,5.96804141998291,61.18370819091797
32,5.049520581411165,45.1647926381449,5.59226131439209,54.201019287109375
33,5.217951591457279,48.01739281362157,6.753018856048584,71.462890625
34,5.1558837056300275,48.35672541364308,5.598513126373291,56.30085372924805
35,5.0711621907048245,46.75706954243699,5.0805583000183105,53.23213577270508
36,5.263984904470702,48.571242519900956,5.15841817855835,50.57468795776367
37,5.274556451051457,48.40783745581237,7.564589500427246,81.65813446044922
38,5.259621572101663,48.503860069565235,5.912754535675049,56.806419372558594
39,5.366352941438983,50.445331732120266,5.342184543609619,48.780296325683594
40,4.851116593840918,41.74884039338966,6.5681328773498535,75.18181610107422
41,4.737006975744883,40.866004491890585,5.548766136169434,53.84463882446289
42,4.128876751383037,32.37568107685794,5.6821393966674805,59.455322265625
43,3.956349167556284,29.37126576905159,5.88378381729126,59.97850799560547
44,3.667508029058523,26.07217112706193,5.090263366699219,47.96906661987305
45,3.5247380764356264,23.953039843505763,5.472787857055664,55.01640319824219
46,3.173565686473944,20.414192683839854,5.455785751342773,52.873558044433594
47,3.2938320004458332,21.925872696479566,5.60307502746582,57.896942138671875
48,3.2249803633818956,20.81460076530759,5.815732955932617,58.86160659790039
49,3.4204173945781995,22.892283875505427,5.749762535095215,58.65802001953125
50,3.4981929646047156,23.696287431264214,6.502962589263916,72.07577514648438
51,3.5922160806165766,25.466878546785495,5.731925010681152,61.48801803588867
52,3.6824870289143696,26.044105381627045,6.4295654296875,72.37762451171875
53,4.02440327791758,31.043807731230338,5.956141471862793,62.92736053466797
54,4.185943091603156,32.8479730337449,5.56325101852417,58.07030487060547
55,3.8198218972320976,27.373904167974448,6.852166175842285,73.70252227783203
56,3.8442883648653505,28.438256797625908,6.003017425537109,58.736595153808594
57,3.5255362320619734,24.58155245461058,6.4499125480651855,66.5338363647461
58,3.301759796172509,21.453437978775185,5.760554313659668,58.73656463623047
59,2.943811927696638,18.271603630682495,5.647546291351318,52.466331481933594
60,2.8364643186342486,16.65687246498476,5.478271484375,52.870391845703125
61,2.516512257204471,14.40271754019772,5.4241461753845215,49.939510345458984
62,2.3331870318113848,12.516518795616536,5.587625026702881,53.96061706542969
63,2.389704946631682,12.990377025821248,5.533837795257568,53.60327911376953
64,2.495008948458181,14.13758160750882,5.3726043701171875,49.6863899230957
65,2.565343359116247,14.02320616158283,6.226293563842773,67.5235366821289
66,2.9032324080656164,17.384536963904687,5.664560794830322,56.228118896484375
67,2.8814422548308283,17.39279175103997,5.766691207885742,60.921409606933594
68,3.3662086984792285,22.820690669841326,6.4563727378845215,68.4616470336914
69,3.211546666578201,20.772408127363825,5.905442237854004,57.72514343261719
70,3.3109892837296937,22.670930137349934,6.559464931488037,77.41742706298828
71,3.2441211825214027,22.154934805671388,6.065083980560303,68.3896255493164
72,2.935708233589002,18.41156848639589,5.647467136383057,54.21720504760742
73,2.805557701998292,16.9737301804403,5.610558986663818,54.65708541870117
74,2.5361154847352725,14.34972800175879,5.731131076812744,56.388545989990234
75,2.305024820853795,12.299624898752636,5.2451300621032715,50.73185729980469
76,2.150158063015689,10.971374516582527,5.502645492553711,54.986263275146484
77,1.9525364838940997,9.698920726963191,5.3392333984375,51.45108413696289
78,1.8066499728041567,8.554225188510097,5.514559268951416,53.12888717651367
79,1.9319409202154405,9.469980408229656,5.503835678100586,52.57440948486328
80,2.0131187872028016,9.913330358353349,5.356222152709961,51.07194900512695
81,2.2612025174686794,11.85422509246922,6.421454906463623,66.9200439453125
82,2.5419679327822986,14.368457432025178,5.8485236167907715,65.47489166259766
83,2.700399844400459,16.963822942099977,5.920835971832275,62.17430877685547
84,2.9263101379840504,19.194546362426806,5.766587257385254,59.243587493896484
85,2.8916188782923546,18.082011011078013,5.72887659072876,56.03923797607422
86,2.978970038465258,19.1673395539228,5.856201171875,51.26175308227539
87,2.8904101040467136,17.6009288232623,5.688390254974365,59.722591400146484
88,2.600499816294416,15.591657238971864,5.576724529266357,58.301414489746094
89,2.321107976527343,12.733929063909986,5.024213790893555,43.77417755126953
90,2.24512539161519,11.911769510016997,5.316587448120117,46.833919525146484
91,1.7968942883810655,8.14196382966309,5.290886402130127,45.162078857421875
92,1.7093785215518482,7.979541867983112,5.00820255279541,42.75398635864258
93,1.489535835501071,6.486008969135217,5.353708744049072,45.66975021362305
94,1.5326200493086362,6.768906615770953,4.885564804077148,40.386314392089844
95,1.5307824107982355,6.4422461706874605,5.815378665924072,55.8035888671875
96,1.7139359025592287,8.11569907104983,5.103990077972412,41.63352584838867
97,1.823832101848089,8.514850236145175,5.800897121429443,51.53548049926758
98,2.1949390233287907,11.720050484772148,5.148010730743408,46.33797073364258
99,2.555070956579233,15.249534659312724,5.686838626861572,55.58617401123047
100,2.856492342599096,19.274902172395414,5.456430912017822,46.007164001464844
101,2.657172712731614,16.190167900719985,6.152933597564697,66.97804260253906
102,2.587038657299534,15.627528196973117,5.952059745788574,63.719505310058594
103,2.5082686271046413,15.199363814376765,5.948429107666016,56.63059616088867
104,2.1952847258723827,12.266198417540858,5.51751708984375,54.02576446533203
105,1.9397000120686008,9.761017035764542,5.611818790435791,54.22825622558594
106,1.8847243796614583,10.00788644679905,5.240803241729736,47.489036560058594
107,1.479478206761728,6.218529276961951,5.601843357086182,50.3831787109375
108,1.3701628379702053,5.600073310523559,5.416766166687012,46.52198028564453
109,1.2196802419042905,4.810749328571378,5.314218044281006,46.179805755615234
110,1.284151834616618,5.757324162068298,5.607396602630615,52.43603515625
111,1.4192256407907964,5.869671867051841,5.30011510848999,46.41059494018555
112,1.4665322044682343,5.973709382371091,5.939002990722656,59.380157470703125
113,1.7282269241389876,9.593832346728007,5.840467929840088,57.18698501586914
114,1.9861416469699684,11.011907458539195,5.360419750213623,46.41798782348633
115,2.1700176872801156,13.041514175552722,5.948071002960205,58.47735595703125
116,2.572100747562287,16.870134640787573,4.801818370819092,39.563514709472656
117,2.7313773382313347,17.500974881129903,5.811968803405762,58.08064651489258
118,2.4270574953005144,15.442231340658997,5.599676132202148,51.366390228271484
119,2.2401362660820694,13.15145272972912,5.6456098556518555,49.78871536254883
120,1.891640359815685,10.97782520071204,5.617408752441406,54.60367202758789
121,1.675761174622495,8.21918232050911,4.934154510498047,39.18085861206055
122,1.4558516152936742,6.54783733707636,5.4180145263671875,48.24235153198242
123,1.2733117228351232,5.621824518939288,5.300680160522461,47.054927825927734
124,1.147365155524953,4.304724746799881,5.290277481079102,45.8901481628418
125,1.064085207391412,4.149466059076033,5.271130084991455,46.00004196166992
126,1.200229097881145,4.849510419223766,5.6912689208984375,54.50999069213867
127,1.3042826195144803,5.884142436996167,5.159763813018799,43.04011154174805
128,1.4055576233267082,6.471437115629966,5.587861061096191,48.953216552734375
129,1.8228976253249123,10.235340296871385,5.760650157928467,54.33097457885742
130,1.8168258675877933,9.99831441431805,5.204458713531494,45.01271438598633
131,2.0552532522292077,12.450378946249698,6.710524559020996,88.73775482177734
132,2.844411060079587,19.475243523149874,5.588133335113525,57.4162712097168
133,2.4781194422562107,16.689669621416332,5.5174241065979,52.7757568359375
134,2.1904123494932817,13.381257876175065,5.8871588706970215,64.16791534423828
135,1.8239282057677217,10.077814646915812,5.619274616241455,55.04887008666992
136,1.5418221473039109,7.353931881577981,5.285985469818115,48.03567886352539
137,1.4481475698849695,6.988518533448511,5.6792120933532715,54.30771255493164
138,1.2247664748850688,5.298656815124428,5.972445487976074,58.92259216308594
139,1.1235145958043304,5.097965764456892,5.906330108642578,57.485107421875
140,0.992989552961045,4.112779594019564,5.840911388397217,55.45342254638672
141,1.0159566883902402,4.227869725311536,5.612259864807129,52.49851989746094
142,1.0845586181435225,3.9829433260828244,5.034915924072266,41.34294128417969
143,1.2508971225799135,5.791028054754797,5.488386154174805,51.74906539916992
144,1.4094320263007707,6.7196450124024505,5.621278762817383,53.77992630004883
145,1.6744614150207058,9.469202121317082,6.051792144775391,65.62206268310547
146,1.6823297322334239,9.03684580171749,5.263467311859131,46.2222900390625
147,2.0081282486490943,12.51665028089072,5.242979049682617,48.6192512512207
148,2.81673122743103,22.125617079661847,5.397750377655029,50.34640884399414
149,2.3197588272401517,15.299052236593672,6.821398735046387,79.84030151367188
0 days 11655s 979728mcs.,,,,
