epoch,loss,mse_metric,val_loss,val_mse_metric
0,88.0628360229978,8977.382506873135,43.455729200350525,1906.117356458247
1,35.31066494438037,1494.8370571906353,20.976654886409936,457.3324793127199
2,20.039003365686362,546.9203901003544,7.471627930142232,71.76918100521264
3,8.697605609622714,111.39938519745134,4.021624167233903,22.062705753654832
4,7.0513648330792575,69.82740608896296,4.552231896002561,27.843359220896335
5,6.511707822052575,60.956378531225575,10.258912275958535,150.15895338247944
6,6.65236707706896,66.8558354423831,9.160709898992879,101.96982589620629
7,4.415265688101902,31.54698230272806,4.257802843258081,26.998772652733404
8,3.678218385589062,22.08139212555747,5.327042358600541,43.59892017793971
9,3.382448892962058,19.14134560260263,6.60777043348906,71.01391025568476
10,2.6699570086003703,13.395017402154469,6.151454998167935,60.5754364721033
11,2.4824798473110925,11.229782304010179,4.469243498037982,34.09118874657233
12,2.2086431729380145,9.182794517790343,5.256933913325632,45.125641879656456
13,2.030238405285131,8.25017219134662,5.127029185263527,45.55300461219636
14,1.8240045080678309,7.075068068816081,4.96988987133203,41.58541059178232
15,1.6588414112500944,6.340615203666578,5.619823203181589,51.46552605028973
16,1.753452862101973,6.232265124611044,4.708257103597881,38.041607307282504
17,1.7272365211830552,6.0419437480013505,5.6780502685647924,51.491751159263764
18,2.183612653448746,8.207223915525157,4.323567753596022,31.187719307198428
19,2.023197899696975,7.164400751852325,5.190924238684951,46.264595246472894
20,1.6885094864928227,5.356437389521249,4.543256554382526,35.78116908294476
21,1.9520108027509697,7.2163228007322555,6.082819976554012,59.26275677712548
22,2.088229553410789,7.721879599377674,4.837498134335145,40.39132415064123
23,1.976042764440323,6.753709447729513,4.216805151756236,31.033177407372076
24,1.899340550624355,6.095123873575632,5.276807273460539,47.326448225817145
25,1.6450329297913144,4.841857213198698,4.701524442394837,39.0153053864738
26,1.4842707155915131,4.311712120120128,4.642527567629783,37.16801126745363
27,1.249834890051143,3.073145232599116,4.196691904636408,30.088214545849933
28,1.1119410500328537,2.6330807332358215,4.42949305780676,34.64848682580405
29,0.9796023720567236,2.275000612325056,4.322090913128379,33.65270689149566
30,0.9542405672409509,2.0216546442238967,4.691011264624185,37.628287132212655
31,1.0570820635729992,2.3949170837760176,4.228543878391089,31.759449984064165
32,1.3904508760939138,3.3239734502188383,4.78305089710564,39.393139959171116
33,1.3065353204337895,3.1436668865513977,5.418893062515764,46.80435104875375
34,1.7653313422487702,5.03090291649459,5.329173192283176,51.27639626509306
35,1.6846951288279652,5.0557284527302055,4.107741374843168,28.329827984437248
36,1.6195585487782107,4.613337535760564,5.000433217610745,41.229037733267475
37,1.6069212423392898,4.724952053386695,4.601202750048101,35.59073777861943
38,1.7270605239494068,5.2510402922334825,5.816321470879561,54.51565263760801
39,1.3975273642504737,3.705050878730804,5.383278148853226,48.90076411165149
40,1.3603212979112314,3.5392956140029153,6.477915823854358,64.8777648723678
41,1.4305952983935357,3.384971335775951,5.1223410233756566,44.91174087777043
42,1.116800989360549,2.6193234675170483,4.617093942023271,37.904405252822976
43,0.9192960942719998,1.7207299238446763,4.387254828648851,34.36228216562839
44,0.7771892421553256,1.4317000426644286,4.764975383581705,39.86881214419738
45,0.8009198260551288,1.3688952872670463,4.978875843894403,43.72999296125197
46,0.8179480881769593,1.419314166169874,5.25399133543305,50.446733853674885
47,1.011816727938877,1.8901522824410486,4.450572680163857,35.481266350146164
48,0.9677533454146827,1.858001520445294,4.103855873575274,29.878733868630516
49,1.5731515118586468,4.085979872091444,5.258687031979592,47.99881271968614
50,1.4045272018504182,3.4447338842681487,6.338681732581941,66.3222752754262
51,1.9516834970764845,6.093147320798882,4.078820127525077,28.233767149464185
52,1.4216242821939022,3.9597330722299198,4.393331196134453,34.514196939026284
53,1.4704868444466603,4.03702546534991,4.489541110613488,33.46605970370059
54,1.5212405416489732,3.8650663849167555,4.909410113530443,41.07225515352969
55,1.1665701602181635,2.8193704725463937,5.066378568181928,44.48128029526464
56,0.920510085012643,1.6746885018161646,5.8646522673550034,56.015124996766346
57,1.0819174329146124,2.0570210137782006,4.106129336830796,28.50706126989908
58,0.7663671098153926,1.4171910111100379,4.3894956317168985,32.80800300244464
59,0.6853606237682041,1.0696103166896826,4.52374408418769,35.46077685324561
60,0.6673438165118709,1.0044052280303495,4.360286614752763,32.009051215569706
61,0.7429142447613125,1.1660025486422914,4.559038335913854,35.41257992169715
62,0.7372426645805918,1.0984851810795262,5.048047144681413,44.44944990549656
63,1.174332993622867,2.3548803066516073,4.867859742499345,40.17212040376979
64,1.1888687119286057,2.5477694426835296,4.938914295853368,41.96364550558936
65,1.202111859291775,2.876061945628415,6.341288500274254,65.68031763240991
66,1.2115307599051965,2.6734223926928045,5.641913590841735,52.665693800970416
67,1.679903962383086,4.666686025514326,5.803567580039927,58.94221011534432
68,1.3044759606420486,3.4731432183890805,5.835958670306679,57.984172239998315
69,1.1476865671384464,2.7148993286373537,4.711068412326029,38.55949745430851
70,1.187423258426855,2.6746271713814185,4.129879547270718,29.400498472302164
71,0.8654916406762132,1.5803671740482583,5.1367667495020175,45.02940280232208
72,0.9117003030367641,1.5428362296954552,4.865345771739025,41.35351170925115
73,0.6738696495127177,1.0528962174689926,5.056600242261066,45.20722559745738
74,0.6105757631518205,0.9277775689510542,4.806883259324838,40.79965451221592
75,0.6127511220875621,0.9423185488661289,4.819555251014154,39.5244886385684
76,0.8904368048232004,1.5007520268897294,5.33351694511262,47.55255000638646
77,0.843486561905328,1.3719692749350907,5.630421947959243,53.04874010907103
78,1.0446658795905968,1.8326620333163557,4.705096298495666,37.75854029876507
79,1.1209936594678436,2.1420938896821125,4.986348793206625,42.948907460597965
80,1.4988941591934022,3.6331999251082108,4.475830340227544,32.07057923828529
81,1.9702010892750934,6.466029188319863,6.196807472911102,62.05866249033947
82,1.3744888320573696,3.394424658054788,6.614120417083336,69.66308805958325
83,1.1878393998262624,2.8086752240938377,4.682922296966148,35.89503150586261
84,1.2459531146874139,2.5852829781088253,6.1120333134733285,61.27903535350269
85,0.8584750742652052,1.3989304761577561,5.3929667535996595,45.92724078854188
86,0.860213082137604,1.6068667918528394,5.752485900525226,52.49093155513536
87,0.8774978017319055,1.4989869154400959,5.3358537124482215,47.227925584805725
88,0.744629017665618,1.164078186085578,5.587887925028012,51.085222357945725
89,0.582467115792854,0.6961730218631696,5.466736348259528,48.746242295827294
90,0.5462614978965946,0.7001281694433376,5.466340535523876,48.399066445053805
91,0.7694661384146616,1.1160700930798169,5.322822621326573,48.47967468665925
92,0.7925395221449965,1.2807483139737483,5.517474446075641,52.353390093670775
93,0.9092235697677964,1.6859898073826411,5.60279676298432,50.562650314230005
94,0.9459606564607452,1.5821411157616707,3.9991477088422966,26.271722844104893
95,1.0448779349573774,2.0648736224518776,5.010084060643682,40.60889801126442
96,1.9008221357908353,5.887000497191247,5.010946441170396,40.642474117658
97,1.6162007023760918,4.55983957775348,4.0829520809729365,29.26584099775908
